v4_0,time,time,uk_only,geography,cpih1dim1,aggregate
838.9,Month,Sep-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
863.2,Month,Aug-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
867.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
916.7,Month,Jun-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
955.7,Month,May-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
969.8,Month,Apr-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
952.6,Month,Mar-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
966.2,Month,Feb-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
973.4,Month,Jan-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
90.7,Month,Nov-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
87.5,Month,Oct-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
85.7,Month,Sep-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
84.5,Month,Aug-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
82.9,Month,Jul-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
83.4,Month,Jun-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
87.6,Month,May-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
84.8,Month,Apr-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
87.1,Month,Mar-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
85.1,Month,Feb-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
84.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
85.7,Month,Dec-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
86.7,Month,Nov-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.8,Month,Oct-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89,Month,Sep-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
91.4,Month,Aug-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.2,Month,Jul-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.3,Month,Jun-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
91.8,Month,May-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.8,Month,Apr-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
91.1,Month,Mar-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
90.6,Month,Feb-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.5,Month,Jan-17,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89.3,Month,Dec-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
91.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.8,Month,Oct-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
88.8,Month,Sep-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89.2,Month,Aug-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89,Month,Jul-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89.8,Month,Jun-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
89,Month,May-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
90.7,Month,Apr-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
91.2,Month,Mar-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
90.5,Month,Feb-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
93.1,Month,Jan-16,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
92.6,Month,Dec-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
93.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
95.7,Month,Oct-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
95.5,Month,Sep-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
97.6,Month,Aug-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
98.5,Month,Jul-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
101,Month,Jun-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
99.6,Month,May-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
104.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
106.2,Month,Mar-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
106.5,Month,Feb-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
109.2,Month,Jan-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
108.7,Month,Dec-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
108.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
111.8,Month,Oct-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
111.7,Month,Sep-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
115,Month,Aug-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
117.5,Month,Jul-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
120.5,Month,Jun-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
122.2,Month,May-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
122.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
124,Month,Mar-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.5,Month,Feb-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
120.8,Month,Jan-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
120.5,Month,Dec-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.1,Month,Nov-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
120.7,Month,Oct-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
122.6,Month,Sep-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
118.3,Month,Aug-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
117.3,Month,Jul-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
121.4,Month,Jun-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.6,Month,May-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.7,Month,Mar-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
123.9,Month,Feb-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
125.1,Month,Jan-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
127.3,Month,Dec-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
125.3,Month,Nov-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
130,Month,Oct-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
129.8,Month,Sep-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
127.2,Month,Aug-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
129.2,Month,Jul-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
133.8,Month,Jun-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
134.6,Month,May-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
135.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
138.8,Month,Mar-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
138.8,Month,Feb-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
137.6,Month,Jan-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
133.4,Month,Dec-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
132.6,Month,Nov-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
136.5,Month,Oct-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
136.9,Month,Sep-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
138.5,Month,Aug-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
143.8,Month,Jul-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
149.8,Month,Jun-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
153.8,Month,May-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
155.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
156.7,Month,Mar-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
160.8,Month,Feb-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
162.1,Month,Jan-11,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
164.1,Month,Dec-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
164.3,Month,Nov-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
165.1,Month,Oct-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
168.4,Month,Sep-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
169.4,Month,Aug-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
170.6,Month,Jul-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
171.1,Month,Jun-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
172.9,Month,May-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
173.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
174.8,Month,Mar-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
173.7,Month,Feb-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
172.3,Month,Jan-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
173.2,Month,Dec-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
171,Month,Nov-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
171,Month,Oct-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
175.5,Month,Sep-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
181,Month,Aug-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
178.3,Month,Jul-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
177.3,Month,Jun-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
179,Month,May-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
179.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
179.4,Month,Mar-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
180.9,Month,Feb-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
179.2,Month,Jan-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
183.6,Month,Dec-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
190.9,Month,Nov-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
191.1,Month,Oct-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
195.7,Month,Sep-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
197.4,Month,Aug-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
205.5,Month,Jul-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
205.9,Month,Jun-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
206.2,Month,May-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
208.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
213.3,Month,Mar-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
227.4,Month,Feb-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
229.8,Month,Jan-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
237.5,Month,Dec-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
238.2,Month,Nov-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
243,Month,Oct-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
245.2,Month,Sep-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
255,Month,Aug-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
259.3,Month,Jul-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
268.5,Month,Jun-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
270.5,Month,May-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
277.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
291.1,Month,Mar-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
305.5,Month,Feb-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
311.5,Month,Jan-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
315.1,Month,Dec-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
313,Month,Nov-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
310.5,Month,Oct-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
325.4,Month,Sep-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
330.2,Month,Aug-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
324.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
325.5,Month,Jun-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
327.9,Month,May-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
338,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
341.6,Month,Mar-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
355.3,Month,Feb-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
352.3,Month,Jan-06,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
362.1,Month,Dec-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
359.6,Month,Nov-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
363.4,Month,Oct-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
359.6,Month,Sep-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
359.9,Month,Aug-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
363,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
364.3,Month,Jun-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
379.5,Month,May-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
391.3,Month,Apr-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
405.9,Month,Mar-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
414.2,Month,Feb-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
424.5,Month,Jan-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
109.6,Month,Nov-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
108.7,Month,Oct-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
108.6,Month,Sep-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
106.9,Month,Aug-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
110.3,Month,Jul-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
111.1,Month,Jun-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
112.2,Month,May-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
109.5,Month,Apr-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
106.8,Month,Mar-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.6,Month,Feb-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.4,Month,Dec-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.1,Month,Nov-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.2,Month,Oct-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.2,Month,Sep-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104,Month,Aug-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105,Month,Jul-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
107.1,Month,Jun-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.8,Month,May-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.3,Month,Apr-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.8,Month,Mar-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.3,Month,Feb-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98,Month,Jan-17,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
106.4,Month,Dec-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.5,Month,Oct-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101,Month,Sep-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.7,Month,Aug-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102,Month,Jul-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.6,Month,Jun-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.3,Month,May-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104,Month,Apr-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.7,Month,Mar-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101,Month,Feb-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.5,Month,Jan-16,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.1,Month,Dec-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.6,Month,Oct-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.9,Month,Sep-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.6,Month,Aug-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.3,Month,Jul-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.6,Month,Jun-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.7,Month,May-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.1,Month,Mar-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.1,Month,Feb-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
95.5,Month,Jan-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.5,Month,Dec-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.8,Month,Oct-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.5,Month,Sep-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.4,Month,Aug-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.7,Month,Jul-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.3,Month,Jun-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.9,Month,May-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.9,Month,Mar-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.1,Month,Feb-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
95.6,Month,Jan-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
107,Month,Dec-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104,Month,Nov-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.1,Month,Oct-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.7,Month,Sep-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.2,Month,Aug-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.6,Month,Jul-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.2,Month,Jun-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
105.9,Month,May-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
108,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
110.6,Month,Mar-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
106.4,Month,Feb-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.5,Month,Jan-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.6,Month,Dec-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.9,Month,Nov-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.2,Month,Oct-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101,Month,Sep-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.2,Month,Aug-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.8,Month,Jul-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.3,Month,Jun-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
103.5,Month,May-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.7,Month,Mar-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99,Month,Feb-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.8,Month,Jan-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.4,Month,Dec-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.1,Month,Nov-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.1,Month,Oct-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.6,Month,Sep-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
93,Month,Aug-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.5,Month,Jul-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
92.4,Month,Jun-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.4,Month,May-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.9,Month,Mar-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.1,Month,Feb-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
97.1,Month,Jan-11,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
106.5,Month,Dec-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98,Month,Nov-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
95.7,Month,Oct-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.8,Month,Sep-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.4,Month,Aug-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
96.4,Month,Jul-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.3,Month,Jun-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.2,Month,May-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.7,Month,Mar-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.6,Month,Feb-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99,Month,Jan-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
104.1,Month,Dec-09,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.5,Month,Nov-09,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.8,Month,Oct-09,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
