V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
102.7,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.6,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.0,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.9,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.7,May-14,May-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.9,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.7,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.2,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.3,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.1,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.3,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.7,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.5,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.0,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.6,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.0,May-13,May-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
96.5,Jan-13,Jan-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.1,Dec-12,Dec-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.4,Nov-12,Nov-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.3,Oct-12,Oct-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Sep-12,Sep-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
96.8,Aug-12,Aug-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.2,Jul-12,Jul-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.2,Jun-12,Jun-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.1,May-12,May-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.1,Apr-12,Apr-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.5,Mar-12,Mar-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.6,Feb-12,Feb-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.4,Jan-12,Jan-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.8,Dec-11,Dec-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.3,Nov-11,Nov-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.2,Oct-11,Oct-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.1,Sep-11,Sep-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.9,Aug-11,Aug-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.8,Jul-11,Jul-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.8,Jun-11,Jun-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.3,May-11,May-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.7,Apr-11,Apr-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.1,Mar-11,Mar-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.1,Feb-11,Feb-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
96.8,Jan-11,Jan-11,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.2,Dec-10,Dec-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.0,Nov-10,Nov-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.2,Oct-10,Oct-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.9,Sep-10,Sep-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.4,Aug-10,Aug-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.4,Jul-10,Jul-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.9,Jun-10,Jun-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.0,May-10,May-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.7,Apr-10,Apr-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.1,Mar-10,Mar-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Feb-10,Feb-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.1,Jan-10,Jan-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.7,Dec-09,Dec-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.0,Nov-09,Nov-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.4,Oct-09,Oct-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
103.2,Sep-09,Sep-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.7,Aug-09,Aug-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.6,Jul-09,Jul-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.7,Jun-09,Jun-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.4,May-09,May-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.6,Apr-09,Apr-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.1,Mar-09,Mar-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
95.8,Feb-09,Feb-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
95.2,Jan-09,Jan-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.3,Dec-08,Dec-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.0,Nov-08,Nov-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.9,Oct-08,Oct-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.4,Sep-08,Sep-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.8,Aug-08,Aug-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.6,Jul-08,Jul-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.3,Jun-08,Jun-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.6,May-08,May-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.1,Apr-08,Apr-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.7,Mar-08,Mar-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
96.9,Feb-08,Feb-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
95.0,Jan-08,Jan-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.7,Dec-07,Dec-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.6,Nov-07,Nov-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.0,Oct-07,Oct-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.1,Sep-07,Sep-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Aug-07,Aug-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.6,Jul-07,Jul-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.7,Jun-07,Jun-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.3,May-07,May-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Apr-07,Apr-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.0,Mar-07,Mar-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.6,Feb-07,Feb-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.4,Jan-07,Jan-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.4,Dec-06,Dec-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.7,Nov-06,Nov-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.0,Oct-06,Oct-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.1,Sep-06,Sep-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.5,Aug-06,Aug-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.7,Jul-06,Jul-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Jun-06,Jun-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.2,May-06,May-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.1,Apr-06,Apr-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.0,Mar-06,Mar-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.3,Feb-06,Feb-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
97.0,Jan-06,Jan-06,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.2,Dec-05,Dec-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.5,Nov-05,Nov-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.1,Oct-05,Oct-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
99.5,Sep-05,Sep-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.0,Aug-05,Aug-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.5,Jul-05,Jul-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.6,Jun-05,Jun-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.5,May-05,May-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.2,Apr-05,Apr-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.1,Mar-05,Mar-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.4,Feb-05,Feb-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.2,Jan-05,Jan-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.9,Nov-18,Nov-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.7,Oct-18,Oct-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.8,Sep-18,Sep-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.5,Aug-18,Aug-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.8,Jul-18,Jul-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.8,Jun-18,Jun-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.8,May-18,May-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.3,Apr-18,Apr-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.6,Mar-18,Mar-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.8,Feb-18,Feb-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.1,Jan-18,Jan-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.9,Dec-17,Dec-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.4,Nov-17,Nov-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.1,Oct-17,Oct-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Sep-17,Sep-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.4,Aug-17,Aug-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Jul-17,Jul-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Jun-17,Jun-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,May-17,May-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Apr-17,Apr-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.5,Mar-17,Mar-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.4,Feb-17,Feb-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.3,Jan-17,Jan-17,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.7,Dec-16,Dec-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.0,Nov-16,Nov-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Oct-16,Oct-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.6,Sep-16,Sep-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.2,Aug-16,Aug-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.3,Jul-16,Jul-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.0,Jun-16,Jun-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.0,May-16,May-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.2,Apr-16,Apr-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.8,Mar-16,Mar-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Feb-16,Feb-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.0,Jan-16,Jan-16,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.3,Dec-15,Dec-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.3,Nov-15,Nov-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.5,Oct-15,Oct-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Sep-15,Sep-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Aug-15,Aug-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.0,Jul-15,Jul-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Jun-15,Jun-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.3,May-15,May-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.6,Apr-15,Apr-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.7,Mar-15,Mar-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.8,Feb-15,Feb-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.0,Jan-15,Jan-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.7,Dec-14,Dec-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.7,Nov-14,Nov-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.1,Oct-14,Oct-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.1,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.3,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.1,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.4,May-14,May-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.6,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.7,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.9,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.8,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.7,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.4,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.5,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.0,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.8,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.1,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.7,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,May-13,May-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.9,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.9,Jan-13,Jan-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.4,Dec-12,Dec-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
107.4,Nov-12,Nov-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
105.8,Oct-12,Oct-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.2,Sep-12,Sep-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.8,Aug-12,Aug-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.9,Jul-12,Jul-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.9,Jun-12,Jun-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.6,May-12,May-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.9,Apr-12,Apr-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.6,Mar-12,Mar-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.1,Feb-12,Feb-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.3,Jan-12,Jan-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Dec-11,Dec-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.5,Nov-11,Nov-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.4,Oct-11,Oct-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.1,Sep-11,Sep-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.4,Aug-11,Aug-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.3,Jul-11,Jul-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.0,Jun-11,Jun-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.6,May-11,May-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.1,Apr-11,Apr-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.4,Mar-11,Mar-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
104.7,Feb-11,Feb-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
101.6,Jan-11,Jan-11,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
102.3,Dec-10,Dec-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.3,Nov-10,Nov-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.8,Oct-10,Oct-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.6,Sep-10,Sep-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.8,Aug-10,Aug-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.7,Jul-10,Jul-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.0,Jun-10,Jun-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.6,May-10,May-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.9,Apr-10,Apr-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.2,Mar-10,Mar-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.3,Feb-10,Feb-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.9,Jan-10,Jan-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
95.9,Dec-09,Dec-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
95.5,Nov-09,Nov-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
94.4,Oct-09,Oct-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
94.3,Sep-09,Sep-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
94.0,Aug-09,Aug-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
92.9,Jul-09,Jul-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
93.7,Jun-09,Jun-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
92.7,May-09,May-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
93.0,Apr-09,Apr-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
93.5,Mar-09,Mar-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
93.2,Feb-09,Feb-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
91.6,Jan-09,Jan-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
